,file_name,extension,update_stamp,full_path,source
114,Oppong-2022-Impact of prior biliary stenting o.pdf,pdf,2023-01-04 11:36:46,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3692101152/Oppong-2022-Impact of prior biliary stenting o.pdf,dropbox
115,Ozova-2022-Cardiopulmonary exercise testing fo.pdf,pdf,2022-07-25 12:48:02,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2671788801/Ozova-2022-Cardiopulmonary exercise testing fo.pdf,dropbox
116,Zeng-2022-Porous Adsorption Materials for Carb.pdf,pdf,2022-07-25 12:52:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2893082030/Zeng-2022-Porous Adsorption Materials for Carb.pdf,dropbox
117,2021-P1-39_ Paclitaxel induces growth inhibiti.pdf,pdf,2022-08-01 14:52:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2977053685/2021-P1-39_ Paclitaxel induces growth inhibiti.pdf,dropbox
118,Okamoto-2021-Okamoto model for necrosis and it.pdf,pdf,2023-01-04 11:39:47,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1065311704/Okamoto-2021-Okamoto model for necrosis and it.pdf,dropbox
119,Ortiz-Prado-2022-Chronic high-altitude exposur.pdf,pdf,2023-01-04 11:48:55,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0952062948/Ortiz-Prado-2022-Chronic high-altitude exposur.pdf,dropbox
120,Marinovic-2022-Understanding Cell Model Charac.pdf,pdf,2023-01-04 11:49:00,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2608170410/Marinovic-2022-Understanding Cell Model Charac.pdf,dropbox
121,Sha-2022-B3GALT4 remodels the tumor microenvir.pdf,pdf,2023-01-04 11:47:03,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2625518592/Sha-2022-B3GALT4 remodels the tumor microenvir.pdf,dropbox
122,Toczko-2022-Influence of grit and healthy life.pdf,pdf,2022-07-25 12:50:40,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3305865142/Toczko-2022-Influence of grit and healthy life.pdf,dropbox
123,Zanotto-2022-Frailty among people with multipl.pdf,pdf,2022-07-25 12:52:52,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1104561852/Zanotto-2022-Frailty among people with multipl.pdf,dropbox
124,Wu-2022-Activated Stellate Cell Paracrine HGF.pdf,pdf,2023-01-04 11:41:23,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2379086069/Wu-2022-Activated Stellate Cell Paracrine HGF.pdf,dropbox
125,Zhou-2022-Epithelial-mesenchymal reprogramming.pdf,pdf,2023-01-04 11:50:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4089174007/Zhou-2022-Epithelial-mesenchymal reprogramming.pdf,dropbox
126,Berg-2022-Sublingual Sufentanil vs. Intravenou.pdf,pdf,2022-07-25 12:24:11,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0945117276/Berg-2022-Sublingual Sufentanil vs. Intravenou.pdf,dropbox
127,Lu-2022-Turning up the heat on non-immunoreact.pdf,pdf,2023-01-04 11:41:59,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1242608871/Lu-2022-Turning up the heat on non-immunoreact.pdf,dropbox
128,Patel-2022-Machine learning assisted metamater.pdf,pdf,2022-07-25 12:48:21,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1255387090/Patel-2022-Machine learning assisted metamater.pdf,dropbox
129,Kazil-2021-Realism of Lagrangian Large Eddy Si.pdf,pdf,2022-07-25 12:38:53,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0552910253/Kazil-2021-Realism of Lagrangian Large Eddy Si.pdf,dropbox
130,Bartolomei-2022-Clinical Management of Neuroen.pdf,pdf,2023-01-04 11:37:31,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2706896571/Bartolomei-2022-Clinical Management of Neuroen.pdf,dropbox
131,Mittlmeier-2022-(68)Ga-EMP-100 PET_CT-a novel.pdf,pdf,2023-01-04 11:36:55,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3080593844/Mittlmeier-2022-(68)Ga-EMP-100 PET_CT-a novel.pdf,dropbox
132,Sutaji-2022-A Systematic Review and Integrated.pdf,pdf,2022-07-25 12:50:14,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0670752506/Sutaji-2022-A Systematic Review and Integrated.pdf,dropbox
133,Hawranko-2022-Investigation of Isotoxic Dose E.pdf,pdf,2023-01-04 11:42:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2643543675/Hawranko-2022-Investigation of Isotoxic Dose E.pdf,dropbox
134,Feng-2022-Advantages of Small Incision Surgery.pdf,pdf,2022-07-25 12:27:25,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1431419379/Feng-2022-Advantages of Small Incision Surgery.pdf,dropbox
135,Kearns-2022-The Impact of Non-caloric Sweetene.pdf,pdf,2022-07-25 12:38:59,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2383132805/Kearns-2022-The Impact of Non-caloric Sweetene.pdf,dropbox
136,Chapa-Gonzalez-2022-A Review on the Efficacy a.pdf,pdf,2023-01-04 11:37:27,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1402586707/Chapa-Gonzalez-2022-A Review on the Efficacy a.pdf,dropbox
137,Malhan-2022-Transcriptome analysis of clock di.pdf,pdf,2023-01-04 11:20:27,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1129566411/Malhan-2022-Transcriptome analysis of clock di.pdf,dropbox
138,Bereza-Carlson-2022-Preoperative Risk Score fo.pdf,pdf,2023-01-04 11:43:08,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0389040742/Bereza-Carlson-2022-Preoperative Risk Score fo.pdf,dropbox
139,Song-2022-PDP1 Promotes Cell Malignant Behavio.pdf,pdf,2023-01-12 17:10:17,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0304089169/Song-2022-PDP1 Promotes Cell Malignant Behavio.pdf,dropbox
140,Sugiyama-2022-Distribution of FIB-4 index in t.pdf,pdf,2023-01-04 11:20:11,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3516616715/Sugiyama-2022-Distribution of FIB-4 index in t.pdf,dropbox
141,Zhang-2021-Comparison of smear cytology with l.pdf,pdf,2023-01-04 11:37:44,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2855384620/Zhang-2021-Comparison of smear cytology with l.pdf,dropbox
142,Everett-2022-Impact of comprehensive family hi.pdf,pdf,2023-01-04 11:42:51,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3260985862/Everett-2022-Impact of comprehensive family hi.pdf,dropbox
143,Abbas-2022-Novel silver metformin nano-structu.pdf,pdf,2023-01-04 11:48:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1319041804/Abbas-2022-Novel silver metformin nano-structu.pdf,dropbox
144,Boudreaux-2022-In a large-volume multidiscipli.pdf,pdf,2022-07-25 12:24:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1687926652/Boudreaux-2022-In a large-volume multidiscipli.pdf,dropbox
145,Odd-2021-Physiological responses to cuddling b.pdf,pdf,2023-01-04 11:49:00,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0034740864/Odd-2021-Physiological responses to cuddling b.pdf,dropbox
146,Belfiore-2022-Epidemiology of sepsis in Intern.pdf,pdf,2022-07-25 12:24:04,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4146382462/Belfiore-2022-Epidemiology of sepsis in Intern.pdf,dropbox
147,Cheng-2022-Neutralizing antibodies against the.pdf,pdf,2023-01-04 11:21:06,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2550207933/Cheng-2022-Neutralizing antibodies against the.pdf,dropbox
148,Memon-2021-ACE2 function in the pancreatic isl.pdf,pdf,2023-01-04 11:38:07,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0995706886/Memon-2021-ACE2 function in the pancreatic isl.pdf,dropbox
149,Dorairaj-2022-24-Month Outcomes of Ahmed Clear.pdf,pdf,2022-07-25 12:26:08,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2306743118/Dorairaj-2022-24-Month Outcomes of Ahmed Clear.pdf,dropbox
150,Dahl-2022-Internationally educated nurses and.pdf,pdf,2022-07-25 12:25:47,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3386519677/Dahl-2022-Internationally educated nurses and.pdf,dropbox
151,Huang-2022-Efficacy and Safety of Lenvatinib i.pdf,pdf,2022-07-25 12:38:05,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1682085273/Huang-2022-Efficacy and Safety of Lenvatinib i.pdf,dropbox
152,Boyers-2022-Period poverty_ The perceptions an.pdf,pdf,2022-07-25 12:24:39,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2550207934/Boyers-2022-Period poverty_ The perceptions an.pdf,dropbox
153,Van Mater-2018-Injury promotes sarcoma develop.pdf,pdf,2023-01-04 11:51:09,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1954696531/Van Mater-2018-Injury promotes sarcoma develop.pdf,dropbox
154,Mala-2022-Evidence of and deaths from malaria.pdf,pdf,2023-01-04 11:20:31,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4084960730/Mala-2022-Evidence of and deaths from malaria.pdf,dropbox
155,Liu-2022-The efficacy and safety of self-admin.pdf,pdf,2022-07-25 12:40:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3033283279/Liu-2022-The efficacy and safety of self-admin.pdf,dropbox
156,Armstrong-2021-The utility of c-Met as a diagn.pdf,pdf,2022-07-25 18:01:41,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1872666833/Armstrong-2021-The utility of c-Met as a diagn.pdf,dropbox
157,Holm-2022-A Quantitative and Qualitative Liter.pdf,pdf,2022-07-25 12:37:54,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1782280524/Holm-2022-A Quantitative and Qualitative Liter.pdf,dropbox
158,Zhao-2022-Comprehensive Analysis of Genomic Al.pdf,pdf,2023-01-04 11:48:14,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1215828992/Zhao-2022-Comprehensive Analysis of Genomic Al.pdf,dropbox
159,Nene-2021-Cancer-related Emergency Department.pdf,pdf,2023-01-04 11:37:58,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1953443375/Nene-2021-Cancer-related Emergency Department.pdf,dropbox
160,Deng-2022-Study on the clinical features and p.pdf,pdf,2022-07-25 12:26:02,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1504569917/Deng-2022-Study on the clinical features and p.pdf,dropbox
161,Takahara-2022-A prospective multicenter phase.pdf,pdf,2023-01-04 11:41:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1782280523/Takahara-2022-A prospective multicenter phase.pdf,dropbox
162,McCrae-2022-The changing landscape of pharmace.pdf,pdf,2022-07-25 12:41:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1943003493/McCrae-2022-The changing landscape of pharmace.pdf,dropbox
163,Nherera-2022-In reply to the letter to the edi.pdf,pdf,2022-07-25 12:47:53,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2880811462/Nherera-2022-In reply to the letter to the edi.pdf,dropbox
164,Martin-2022-Environmental and practice factors.pdf,pdf,2022-07-25 12:41:13,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3732194521/Martin-2022-Environmental and practice factors.pdf,dropbox
165,Jenkins-2021-Moderate and Severe Acute Normoba.pdf,pdf,2023-01-04 11:49:27,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1003886058/Jenkins-2021-Moderate and Severe Acute Normoba.pdf,dropbox
166,Song-2021-LncRNA NFYC-AS1 promotes the develop.pdf,pdf,2022-08-03 17:09:58,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2953234493/Song-2021-LncRNA NFYC-AS1 promotes the develop.pdf,dropbox
167,Li-2022-A novel immunogenomic signature to pre.pdf,pdf,2023-01-04 11:42:07,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0501772889/Li-2022-A novel immunogenomic signature to pre.pdf,dropbox
168,Conger-2022-The Effectiveness of Intraosseous.pdf,pdf,2022-07-25 12:25:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3422857391/Conger-2022-The Effectiveness of Intraosseous.pdf,dropbox
169,Meng-2022-Association between MTHFR (677C_T an.pdf,pdf,2022-07-25 12:41:53,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3535875169/Meng-2022-Association between MTHFR (677C_T an.pdf,dropbox
170,Nevares-2022-Recurrence rate of venous thrombo.pdf,pdf,2022-07-25 12:47:20,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2033505236/Nevares-2022-Recurrence rate of venous thrombo.pdf,dropbox
171,Barfuss-2022-Left ventricular thrombus in the.pdf,pdf,2022-07-25 12:23:56,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2953234494/Barfuss-2022-Left ventricular thrombus in the.pdf,dropbox
172,Kodishala-2022-Risk Factors for Dementia in Pa.pdf,pdf,2022-07-25 12:39:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1144522535/Kodishala-2022-Risk Factors for Dementia in Pa.pdf,dropbox
173,Zhang-2022-Metabolic syndrome and its componen.pdf,pdf,2023-01-04 11:48:16,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1747844821/Zhang-2022-Metabolic syndrome and its componen.pdf,dropbox
174,Sang-2022-Potential Anti-Tumor Activity of Nar.pdf,pdf,2023-01-04 11:41:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1858721859/Sang-2022-Potential Anti-Tumor Activity of Nar.pdf,dropbox
175,Vitale-2022-Complications associated with remo.pdf,pdf,2022-07-25 12:51:12,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0476564285/Vitale-2022-Complications associated with remo.pdf,dropbox
176,Sadula-2022-Clinicopathological Characteristic.pdf,pdf,2023-01-04 11:41:40,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1682085272/Sadula-2022-Clinicopathological Characteristic.pdf,dropbox
177,Jacobs Catane-2021-Splice-Variant Knock-Out of.pdf,pdf,2023-01-04 11:21:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3386519676/Jacobs Catane-2021-Splice-Variant Knock-Out of.pdf,dropbox
178,Aparicio-2021-The Activity of Crizotinib in Ch.pdf,pdf,2022-07-25 18:01:56,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2546976893/Aparicio-2021-The Activity of Crizotinib in Ch.pdf,dropbox
179,Siekaniec-2021-Identification of isolated or m.pdf,pdf,2022-08-03 17:09:52,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4084960731/Siekaniec-2021-Identification of isolated or m.pdf,dropbox
180,Shen-2022-Barriers and Facilitators for Popula.pdf,pdf,2022-07-25 12:49:28,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3675106602/Shen-2022-Barriers and Facilitators for Popula.pdf,dropbox
181,Gibson-2022-Covid-19 vaccination and menstrual.pdf,pdf,2022-07-25 12:37:20,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0995706887/Gibson-2022-Covid-19 vaccination and menstrual.pdf,dropbox
182,Ni-2022-Meta-Analysis of Effects of Nutritiona.pdf,pdf,2022-07-25 12:47:27,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1319041805/Ni-2022-Meta-Analysis of Effects of Nutritiona.pdf,dropbox
183,Klingler-2022-The red flour beetle T. castaneu.pdf,pdf,2022-07-25 12:39:32,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3260985863/Klingler-2022-The red flour beetle T. castaneu.pdf,dropbox
184,Florian-2022-Neuromodulation Treatments of Pat.pdf,pdf,2022-07-25 12:27:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2855384621/Florian-2022-Neuromodulation Treatments of Pat.pdf,dropbox
185,Wawrzyniak-2022-Vessel identification based on.pdf,pdf,2022-07-25 12:51:31,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2757990230/Wawrzyniak-2022-Vessel identification based on.pdf,dropbox
186,Quintero-2022-The Evolution of Food Calls_ Voc.pdf,pdf,2022-07-25 12:48:51,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0034740865/Quintero-2022-The Evolution of Food Calls_ Voc.pdf,dropbox
187,Yang-2022-Identification of autophagy-related.pdf,pdf,2022-07-25 12:51:58,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0646755199/Yang-2022-Identification of autophagy-related.pdf,dropbox
188,Robert-2022-The Promoter Region of the Proto-O.pdf,pdf,2023-01-04 11:36:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2306743117/Robert-2022-The Promoter Region of the Proto-O.pdf,dropbox
189,Adler-2022-Association of Problematic Anger Wi.pdf,pdf,2022-07-25 12:23:15,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0719885386/Adler-2022-Association of Problematic Anger Wi.pdf,dropbox
190,"Ndemazie-2022-Synthesis, characterization, and.pdf",pdf,2023-01-12 17:10:28,"/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3516616714/Ndemazie-2022-Synthesis, characterization, and.pdf",dropbox
191,Abboud-2021-MET overexpression and intratumor.pdf,pdf,2022-07-25 15:35:48,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2542193012/Abboud-2021-MET overexpression and intratumor.pdf,dropbox
192,Han-2022-Prognostic significance of systemic i.pdf,pdf,2023-01-04 11:42:48,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1144522534/Han-2022-Prognostic significance of systemic i.pdf,dropbox
193,Ferguson-2022-Fentanyl versus placebo with ket.pdf,pdf,2023-01-04 11:49:54,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3398284699/Ferguson-2022-Fentanyl versus placebo with ket.pdf,dropbox
194,Nasioudis-2022-Oncologic outcomes of surgical.pdf,pdf,2023-01-04 11:20:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2953234492/Nasioudis-2022-Oncologic outcomes of surgical.pdf,dropbox
195,Secchi-2022-Medication management in Minority.pdf,pdf,2022-07-25 12:49:18,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1003886059/Secchi-2022-Medication management in Minority.pdf,dropbox
196,Ahn-2021-Distinct Characteristics and Clinical.pdf,pdf,2022-07-25 15:36:15,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1968922326/Ahn-2021-Distinct Characteristics and Clinical.pdf,dropbox
197,Palao-2022-C3G down-regulation enhances pro-mi.pdf,pdf,2023-01-04 11:47:05,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3732194520/Palao-2022-C3G down-regulation enhances pro-mi.pdf,dropbox
198,Hulst-2022-Accelerometer-measured physical act.pdf,pdf,2022-07-25 12:38:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1858721860/Hulst-2022-Accelerometer-measured physical act.pdf,dropbox
199,"Kou-2022-LKB1 inhibits proliferation, metastas.pdf",pdf,2023-01-04 11:47:30,"/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3535875168/Kou-2022-LKB1 inhibits proliferation, metastas.pdf",dropbox
200,Ko-2021-Effects of Mean Artery Pressure and Bl.pdf,pdf,2023-01-04 11:21:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3422857390/Ko-2021-Effects of Mean Artery Pressure and Bl.pdf,dropbox
201,Zhao-2021-Selective Inhibitor of the c-Met Rec.pdf,pdf,2022-07-25 18:02:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3598526307/Zhao-2021-Selective Inhibitor of the c-Met Rec.pdf,dropbox
202,Sadula-2022-Clinicopathological Characteristic.pdf,pdf,2023-01-04 11:36:31,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1504569916/Sadula-2022-Clinicopathological Characteristic.pdf,dropbox
203,Scarsini-2022-Perceived Barriers and Enablers.pdf,pdf,2022-07-25 12:49:12,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1910858270/Scarsini-2022-Perceived Barriers and Enablers.pdf,dropbox
204,Marona-2022-Resistance to tyrosine kinase inhi.pdf,pdf,2023-01-04 11:47:17,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1943003492/Marona-2022-Resistance to tyrosine kinase inhi.pdf,dropbox
205,Acworth-2020-Changing patterns in paediatric m.pdf,pdf,2022-07-25 15:36:00,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1724916170/Acworth-2020-Changing patterns in paediatric m.pdf,dropbox
206,Manavalan-2022-Hypertension among adults enrol.pdf,pdf,2022-07-25 12:40:57,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0037487770/Manavalan-2022-Hypertension among adults enrol.pdf,dropbox
207,Ruan-2021-Assimilation of Both Column- and Lay.pdf,pdf,2022-07-25 12:49:05,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0537322532/Ruan-2021-Assimilation of Both Column- and Lay.pdf,dropbox
208,Oberndorfer-2022-Needs of forensic psychiatric.pdf,pdf,2022-07-25 12:47:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1215828993/Oberndorfer-2022-Needs of forensic psychiatric.pdf,dropbox
209,Alturki-2022-Impact of an electronic alert sys.pdf,pdf,2022-07-25 12:23:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2426206510/Alturki-2022-Impact of an electronic alert sys.pdf,dropbox
210,2021-Retraction_ MicroRNA-140-5p suppresses re.pdf,pdf,2022-07-25 15:35:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2489630238/2021-Retraction_ MicroRNA-140-5p suppresses re.pdf,dropbox
211,Tan-2022-Efficacy of Resveratrol in Experiment.pdf,pdf,2022-07-25 12:50:24,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2159154986/Tan-2022-Efficacy of Resveratrol in Experiment.pdf,dropbox
212,Recio-2022-Understanding the Effect of Economi.pdf,pdf,2022-07-25 12:48:56,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0690367770/Recio-2022-Understanding the Effect of Economi.pdf,dropbox
213,Wu-2022-Optimal DL-Methionyl-DL-Methionine Sup.pdf,pdf,2023-01-04 11:46:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3033283278/Wu-2022-Optimal DL-Methionyl-DL-Methionine Sup.pdf,dropbox
214,Botson-2022-Improved joint and patient-reporte.pdf,pdf,2023-01-04 11:21:16,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0631704566/Botson-2022-Improved joint and patient-reporte.pdf,dropbox
215,Kang-2022-SH005S7 Overcomes Primary and Acquir.pdf,pdf,2023-01-04 11:47:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2273885594/Kang-2022-SH005S7 Overcomes Primary and Acquir.pdf,dropbox
216,Barradas-2022-Built environment interventions.pdf,pdf,2022-07-25 12:23:49,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3130390644/Barradas-2022-Built environment interventions.pdf,dropbox
217,Zhao-2022-FAM83A antisense RNA 1 (FAM83A-AS1).pdf,pdf,2022-07-25 18:02:22,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0379461075/Zhao-2022-FAM83A antisense RNA 1 (FAM83A-AS1).pdf,dropbox
218,Martin-2022-A rapid review of the impact of CO.pdf,pdf,2022-07-25 12:41:16,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2045826607/Martin-2022-A rapid review of the impact of CO.pdf,dropbox
219,Subbalakshmi-2021-KLF4 Induces Mesenchymal-Epi.pdf,pdf,2022-08-03 17:09:50,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3130390643/Subbalakshmi-2021-KLF4 Induces Mesenchymal-Epi.pdf,dropbox
220,Ellis-2022-The Effect of Racism and Discrimina.pdf,pdf,2022-07-25 12:26:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3936859996/Ellis-2022-The Effect of Racism and Discrimina.pdf,dropbox
221,Sidthilaw-2022-Effects of exposure to glyphosa.pdf,pdf,2022-07-25 12:49:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3886393013/Sidthilaw-2022-Effects of exposure to glyphosa.pdf,dropbox
222,Damor-2022-The Prevalence of Ocular Manifestat.pdf,pdf,2022-07-25 12:25:53,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4022819576/Damor-2022-The Prevalence of Ocular Manifestat.pdf,dropbox
223,Koopmann-2022-The impact of pancreatic cancer.pdf,pdf,2023-01-04 11:42:13,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4131174015/Koopmann-2022-The impact of pancreatic cancer.pdf,dropbox
224,Sheu-2022-The clinical outcomes of arthroscopi.pdf,pdf,2022-07-25 12:49:32,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1597141723/Sheu-2022-The clinical outcomes of arthroscopi.pdf,dropbox
225,Yang-2022-Redox dyshomeostasis modulation of t.pdf,pdf,2023-01-04 11:48:19,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3650265133/Yang-2022-Redox dyshomeostasis modulation of t.pdf,dropbox
226,Surov-2022-Prevalence of sarcopenia in patient.pdf,pdf,2023-01-04 11:41:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1566288818/Surov-2022-Prevalence of sarcopenia in patient.pdf,dropbox
227,Granata-2021-A Systematic Review about Imaging.pdf,pdf,2023-01-04 11:38:31,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0382697712/Granata-2021-A Systematic Review about Imaging.pdf,dropbox
228,Elsawy-2022-Patient-reported outcomes in ZUMA-.pdf,pdf,2022-07-25 12:26:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1335354340/Elsawy-2022-Patient-reported outcomes in ZUMA-.pdf,dropbox
